topic,question,difficulty,explanation,choice_a,choice_b,choice_c,choice_d,choice_e,answer
Numerical Ability,"Karen is currently 38 years old, and her sister is 12 years older. In 3 years, how old will her sister be?",easy,her sister's current age = 38+12 = 50. In 3 years: 50+3 = 53 years old.,41 years old,53 years old,50 years old,59 years old,,B
Numerical Ability,"Worker A can repaint a fence alone in 5 hours, and Worker B can do the same job alone in 8 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/5 + 1/8. Time together = (A x B)/(A+B) = (5x8)/(5+8) = 3.08 hours.,3.08 hours,5.54 hours,4.62 hours,6.15 hours,,A
Numerical Ability,A school supply store marks down a P680 umbrella by 20% for a back-to-school promo. What is the discounted price?,easy,Discounted price = original price x (1 - discount%) = P680 x 0.80 = P544.,P652.80,P544,P516.80,P598.40,,B
Numerical Ability,"Ella is currently 29 years old, and her cousin is 5 years older. In 9 years, how old will her cousin be?",easy,her cousin's current age = 29+5 = 34. In 9 years: 34+9 = 43 years old.,48 years old,43 years old,61 years old,52 years old,,B
Numerical Ability,Mico deposits P7500 in a cooperative savings plan that earns 2% simple interest per year. How much interest will the deposit earn after 1 year(s)?,medium,Simple interest = Principal x Rate x Time = P7500 x 0.02 x 1 = P150.,P150,P225,P75,P187.50,,A
Numerical Ability,A palengke vendor buys sacks of rice at P70 each and sells them at P77 each. What is the vendor's percentage profit?,medium,Percentage profit = (Selling price - Cost price)/Cost price x 100 = (P77 - P70)/P70 x 100 = 10%.,20%,2%,10%,25%,,C
Numerical Ability,Mico deposits P10000 in a cooperative savings plan that earns 3% simple interest per year. How much interest will the deposit earn after 1 year(s)?,medium,Simple interest = Principal x Rate x Time = P10000 x 0.03 x 1 = P300.,P300,P240,P450,P225,,A
Numerical Ability,Renz deposits P6000 in a cooperative savings plan that earns 2% simple interest per year. How much interest will the deposit earn after 2 year(s)?,medium,Simple interest = Principal x Rate x Time = P6000 x 0.02 x 2 = P240.,P180,P192,P240,P120,,C
Numerical Ability,"Worker A can wash the tricycles alone in 8 hours, and Worker B can do the same job alone in 10 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/8 + 1/10. Time together = (A x B)/(A+B) = (8x10)/(8+10) = 4.44 hours.,6.67 hours,4.44 hours,3.11 hours,2.67 hours,,B
Numerical Ability,A palengke vendor buys sacks of rice at P70 each and sells them at P80.50 each. What is the vendor's percentage profit?,medium,Percentage profit = (Selling price - Cost price)/Cost price x 100 = (P80.50 - P70)/P70 x 100 = 15%.,20%,5%,15%,30%,,C
Numerical Ability,"A barangay health worker logged the number of walk-in patients over 4 days: 7, 6, 13, 9. What was the average number of patients per day?",easy,Average = total patients / number of days = 35 / 4 = 8.75.,7.88,8.75,11.38,7,,B
Numerical Ability,"A farmers' cooperative harvested 117 kilos of tomatoes. If 1/3 of the harvest was sold to a wholesaler, how many kilos were sold?",easy,Kilos sold = (1/3) x 117 kg = 39 kg.,47.70 kg,51.40 kg,78 kg,39 kg,,D
Numerical Ability,A palengke vendor buys sacks of rice at P50 each and sells them at P57.50 each. What is the vendor's percentage profit?,medium,Percentage profit = (Selling price - Cost price)/Cost price x 100 = (P57.50 - P50)/P50 x 100 = 15%.,30%,5%,7%,15%,,D
Numerical Ability,"A tailor has 36 meters of cloth. If each barong requires 2.50 meters, how many complete barongs can be made?",easy,Complete pieces = floor(total meters / meters per piece) = floor(36 / 2.50) = 14.,14 barongs,17 barongs,16 barongs,15 barongs,,A
Numerical Ability,"A barangay health worker logged the number of walk-in patients over 5 days: 5, 10, 13, 3, 8. What was the average number of patients per day?",easy,Average = total patients / number of days = 39 / 5 = 7.80.,7.80,6.24,10.14,8.58,,A
Numerical Ability,A jeepney travels 80 km at a steady speed of 36 km/h. How many hours will the trip take?,easy,Time = Distance / Speed = 80 km / 36 km/h = 2.22 hours.,2.22 hours,1.11 hours,3.11 hours,1.33 hours,,A
Numerical Ability,A tricycle travels 60 km at a steady speed of 20 km/h. How many hours will the trip take?,easy,Time = Distance / Speed = 60 km / 20 km/h = 3 hours.,3 hours,2.25 hours,1.50 hours,4.20 hours,,A
Numerical Ability,Shaira deposits P8000 in a cooperative savings plan that earns 6% simple interest per year. How much interest will the deposit earn after 2 year(s)?,medium,Simple interest = Principal x Rate x Time = P8000 x 0.06 x 2 = P960.,P960,P480,P768,P1200,,A
Numerical Ability,Anna and Bea split a P2000 sari-sari store profit in the ratio 3:4. How much does Anna (the 3-part) receive?,medium,Anna's share = (a/(a+b)) x total = (3/7) x P2000 = P857.14.,P428.57,P857.14,P1028.57,P685.71,,B
Numerical Ability,A school supply store marks down a P800 backpack by 10% for a back-to-school promo. What is the discounted price?,easy,Discounted price = original price x (1 - discount%) = P800 x 0.90 = P720.,P684,P720,P792,P756,,B
Numerical Ability,"Miguel is currently 35 years old, and his brother is 3 years older. In 6 years, how old will his brother be?",easy,his brother's current age = 35+3 = 38. In 6 years: 38+6 = 44 years old.,47 years old,44 years old,50 years old,38 years old,,B
Numerical Ability,A school supply store marks down a P720 umbrella by 35% for a back-to-school promo. What is the discounted price?,easy,Discounted price = original price x (1 - discount%) = P720 x 0.65 = P468.,P514.80,P444.60,P468,P561.60,,C
Numerical Ability,"If 4x + 9 = 45, what is the value of x?",medium,4x = 45 - 9 = 36. x = 36/4 = 9.,9,7,6,13,,A
Numerical Ability,"Out of 80 face masks inspected at a warehouse, 8 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (8/80) x 100 = 10%.,6%,8%,10%,7%,,C
Numerical Ability,"Miguel is currently 24 years old, and his brother is 4 years older. In 2 years, how old will his brother be?",easy,his brother's current age = 24+4 = 28. In 2 years: 28+2 = 30 years old.,32 years old,30 years old,28 years old,34 years old,,B
Numerical Ability,"A farmers' cooperative harvested 72 kilos of coconuts. If 3/4 of the harvest was sold to a wholesaler, how many kilos were sold?",easy,Kilos sold = (3/4) x 72 kg = 54 kg.,54 kg,18 kg,66.40 kg,36 kg,,A
Numerical Ability,"Out of 400 face masks inspected at a warehouse, 32 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (32/400) x 100 = 8%.,8%,6.40%,5.60%,10.40%,,A
Numerical Ability,A palengke vendor buys sacks of rice at P25 each and sells them at P27.50 each. What is the vendor's percentage profit?,medium,Percentage profit = (Selling price - Cost price)/Cost price x 100 = (P27.50 - P25)/P25 x 100 = 10%.,10%,5%,23%,20%,,A
Numerical Ability,A school supply store marks down a P920 raincoat by 15% for a back-to-school promo. What is the discounted price?,easy,Discounted price = original price x (1 - discount%) = P920 x 0.85 = P782.,P860.20,P782,P664.70,P899.30,,B
Numerical Ability,"A farmers' cooperative harvested 125 kilos of coconuts. If 1/5 of the harvest was sold to a wholesaler, how many kilos were sold?",easy,Kilos sold = (1/5) x 125 kg = 25 kg.,25 kg,100 kg,50 kg,75 kg,,A
Numerical Ability,"If 6x + 24 = 66, what is the value of x?",medium,6x = 66 - 24 = 42. x = 42/6 = 7.,6,7,8,9,,B
Numerical Ability,"A barangay health worker logged the number of walk-in patients over 5 days: 12, 17, 9, 10, 10. What was the average number of patients per day?",easy,Average = total patients / number of days = 58 / 5 = 11.60.,11.60,10.44,15.08,9.28,,A
Numerical Ability,"Karen is currently 32 years old, and her sister is 8 years older. In 6 years, how old will her sister be?",easy,her sister's current age = 32+8 = 40. In 6 years: 40+6 = 46 years old.,54 years old,46 years old,52 years old,58 years old,,B
Numerical Ability,"Out of 500 umbrellas inspected at a warehouse, 41 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (41/500) x 100 = 8.20%.,10.66%,4.92%,12.30%,8.20%,,D
Numerical Ability,"Out of 250 bottled water inspected at a warehouse, 16 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (16/250) x 100 = 6.40%.,8.32%,6.40%,4.48%,3.84%,,B
Numerical Ability,"Worker A can wash the tricycles alone in 2 hours, and Worker B can do the same job alone in 5 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/2 + 1/5. Time together = (A x B)/(A+B) = (2x5)/(2+5) = 1.43 hours.,2.57 hours,1.43 hours,1 hours,0.71 hours,,B
Numerical Ability,"Out of 250 face masks inspected at a warehouse, 17 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (17/250) x 100 = 6.80%.,4.08%,10.20%,6.80%,8.84%,,C
Numerical Ability,"Worker A can wash the tricycles alone in 8 hours, and Worker B can do the same job alone in 4 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/8 + 1/4. Time together = (A x B)/(A+B) = (8x4)/(8+4) = 2.67 hours.,1.33 hours,1.60 hours,2.67 hours,5.33 hours,,C
Numerical Ability,Noel and Cara split a P1000 sari-sari store profit in the ratio 5:7. How much does Noel (the 5-part) receive?,medium,Noel's share = (a/(a+b)) x total = (5/12) x P1000 = P416.67.,P333.33,P625,P416.67,P541.67,,C
Numerical Ability,"Worker A can repaint a fence alone in 8 hours, and Worker B can do the same job alone in 6 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/8 + 1/6. Time together = (A x B)/(A+B) = (8x6)/(8+6) = 3.43 hours.,2.40 hours,5.14 hours,3.43 hours,6.86 hours,,C
Numerical Ability,A delivery van travels 54 km at a steady speed of 20 km/h. How many hours will the trip take?,easy,Time = Distance / Speed = 54 km / 20 km/h = 2.70 hours.,1.35 hours,4.73 hours,1.62 hours,2.70 hours,,D
Numerical Ability,"Worker A can clean the barangay hall alone in 6 hours, and Worker B can do the same job alone in 3 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/6 + 1/3. Time together = (A x B)/(A+B) = (6x3)/(6+3) = 2 hours.,4 hours,1 hours,2 hours,1.40 hours,,C
Numerical Ability,"A barangay health worker logged the number of walk-in patients over 6 days: 13, 14, 24, 23, 12, 20. What was the average number of patients per day?",easy,Average = total patients / number of days = 106 / 6 = 17.67.,21.20,15.90,15.02,17.67,,D
Numerical Ability,"A tailor has 18 meters of cloth. If each barong requires 1.50 meters, how many complete barongs can be made?",easy,Complete pieces = floor(total meters / meters per piece) = floor(18 / 1.50) = 12.,10 barongs,15 barongs,11 barongs,12 barongs,,D
Numerical Ability,A palengke vendor buys sacks of rice at P30 each and sells them at P45 each. What is the vendor's percentage profit?,medium,Percentage profit = (Selling price - Cost price)/Cost price x 100 = (P45 - P30)/P30 x 100 = 50%.,50%,58%,45%,40%,,A
Numerical Ability,"Out of 300 LED bulbs inspected at a warehouse, 22 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (22/300) x 100 = 7.33%.,11%,10.27%,5.13%,7.33%,,D
Numerical Ability,"Ella is currently 37 years old, and her cousin is 8 years older. In 5 years, how old will her cousin be?",easy,her cousin's current age = 37+8 = 45. In 5 years: 45+5 = 50 years old.,50 years old,58 years old,45 years old,42 years old,,A
Numerical Ability,"Out of 120 bottled water inspected at a warehouse, 2 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (2/120) x 100 = 1.67%.,1.67%,2.33%,1.17%,2.50%,,A
Numerical Ability,"Worker A can clean the barangay hall alone in 6 hours, and Worker B can do the same job alone in 5 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/6 + 1/5. Time together = (A x B)/(A+B) = (6x5)/(6+5) = 2.73 hours.,1.64 hours,4.91 hours,1.36 hours,2.73 hours,,D
Numerical Ability,"Out of 150 LED bulbs inspected at a warehouse, 3 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (3/150) x 100 = 2%.,2.60%,3%,2%,1.40%,,C
Numerical Ability,A school supply store marks down a P680 calculator by 30% for a back-to-school promo. What is the discounted price?,easy,Discounted price = original price x (1 - discount%) = P680 x 0.70 = P476.,P452.20,P523.60,P476,P547.40,,C
Numerical Ability,"Worker A can pack the donation boxes alone in 5 hours, and Worker B can do the same job alone in 3 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/5 + 1/3. Time together = (A x B)/(A+B) = (5x3)/(5+3) = 1.88 hours.,3.75 hours,1.88 hours,0.94 hours,1.31 hours,,B
Numerical Ability,"A farmers' cooperative harvested 36 kilos of rice. If 2/3 of the harvest was sold to a wholesaler, how many kilos were sold?",easy,Kilos sold = (2/3) x 36 kg = 24 kg.,24 kg,32.70 kg,36.40 kg,12 kg,,A
Numerical Ability,Shaira deposits P9000 in a cooperative savings plan that earns 5% simple interest per year. How much interest will the deposit earn after 2 year(s)?,medium,Simple interest = Principal x Rate x Time = P9000 x 0.05 x 2 = P900.,P675,P900,P1800,P720,,B
Numerical Ability,A palengke vendor buys sacks of rice at P22 each and sells them at P24.20 each. What is the vendor's percentage profit?,medium,Percentage profit = (Selling price - Cost price)/Cost price x 100 = (P24.20 - P22)/P22 x 100 = 10%.,18%,20%,10%,2%,,C
Numerical Ability,"A tailor has 36 meters of cloth. If each barong requires 1.50 meters, how many complete barongs can be made?",easy,Complete pieces = floor(total meters / meters per piece) = floor(36 / 1.50) = 24.,22 barongs,23 barongs,21 barongs,24 barongs,,D
Numerical Ability,Shaira deposits P4500 in a cooperative savings plan that earns 5% simple interest per year. How much interest will the deposit earn after 1 year(s)?,medium,Simple interest = Principal x Rate x Time = P4500 x 0.05 x 1 = P225.,P225,P281.25,P168.75,P337.50,,A
Numerical Ability,Anna and Rico split a P2400 sari-sari store profit in the ratio 3:5. How much does Anna (the 3-part) receive?,medium,Anna's share = (a/(a+b)) x total = (3/8) x P2400 = P900.,P1350,P1080,P630,P900,,D
Numerical Ability,"Out of 100 bottled water inspected at a warehouse, 7 were found defective. What percentage were defective?",medium,Defective rate = (defective/total) x 100 = (7/100) x 100 = 7%.,7%,9.80%,4.90%,9.10%,,A
Numerical Ability,A tricycle travels 60 km at a steady speed of 45 km/h. How many hours will the trip take?,easy,Time = Distance / Speed = 60 km / 45 km/h = 1.33 hours.,1 hours,1.87 hours,2 hours,1.33 hours,,D
Numerical Ability,"Worker A can sort the relief goods alone in 5 hours, and Worker B can do the same job alone in 8 hours. Working together, how many hours will they need?",medium,Combined rate = 1/A + 1/B = 1/5 + 1/8. Time together = (A x B)/(A+B) = (5x8)/(5+8) = 3.08 hours.,6.15 hours,3.08 hours,5.54 hours,1.54 hours,,B
Numerical Ability,"Grace is currently 22 years old, and her aunt is 6 years older. In 5 years, how old will her aunt be?",easy,her aunt's current age = 22+6 = 28. In 5 years: 28+5 = 33 years old.,43 years old,33 years old,27 years old,28 years old,,B
